# BEAST v1.8.3
# Generated Tue Jul 19 09:45:13 EST 2016 [seed=1468885512645]
# -overwrite -beagle_off concat_clock_genes.xml
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-1300438.5162206616	-98.99565027511728	-1300339.5205703864	803594.9548422496	480000.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0E-5	1.0000000000000004E-5	-1300339.5205703864	0.0	-71.65356982725989
10000	-510785.09798963455	-65.5345761195454	-510719.563413515	391603.01835790806	169512.71721775047	2.481036829551944	0.26213847822477043	0.2499999999	0.23052700431639556	0.257334517558834	3.870192946894363E-7	3.8701929468943634E-7	-510719.563413515	0.0	-64.75678484777417
20000	-506729.4093119491	-66.75138233642092	-506662.6579296127	487886.8718879565	217676.95872283695	2.359263370046879	0.277837086487175	0.2398069503378008	0.2188108575036613	0.26354510567136286	3.0639108679894895E-7	3.063910867989489E-7	-506662.6579296127	0.0	-66.00413789244071
30000	-505756.4996912885	-67.66327911493852	-505688.8364121736	565041.5235563723	149522.90204776512	2.3427395545368435	0.2780132362246575	0.23409057494740168	0.2188108575036613	0.2690853313242794	2.6076117650219365E-7	2.6076117650219365E-7	-505688.8364121736	0.0	-67.45887179111854
40000	-503319.0950172177	-68.41096404121339	-503250.6840531765	660456.3384961351	286707.2640650788	2.3427395545368435	0.2836969777668103	0.23409057494740168	0.2036340254823093	0.27857842180347864	2.22023971888328E-7	2.2202397188832803E-7	-503250.6840531765	0.0	-67.71697999258247
50000	-500988.2158719347	-69.44861433775893	-500918.76725759695	775714.2997554303	370156.622081123	2.3957700938737196	0.2978445734185325	0.23327784351416755	0.18727473143612117	0.28160285163117865	1.8775650908084892E-7	1.877565090808489E-7	-500918.76725759695	0.0	-68.6467299788293
60000	-499035.24009152537	-72.1029061383726	-498963.137185387	923799.7941588331	839463.327410481	2.4606557743812147	0.3115876882991817	0.2169423939877474	0.18794331140258155	0.28352660631048915	1.569603089347914E-7	1.5696030893479141E-7	-498963.137185387	0.0	-70.63730187795728
70000	-498305.27278968826	-70.28952114654909	-498234.9832685417	901707.6607497059	437302.73865765665	2.4606557743812147	0.3065678206916806	0.2169423939877474	0.1821519829551886	0.2943378023653832	1.611744134978333E-7	1.611744134978333E-7	-498234.9832685417	0.0	-69.44931643501758
80000	-497163.0670966255	-71.24291818477269	-497091.82417844073	1015968.9246511539	580732.1767503145	2.47212482652202	0.3095806371978525	0.2132096020874685	0.1747848661471162	0.30242489456756255	1.4095263943007263E-7	1.4095263943007263E-7	-497091.82417844073	0.0	-70.24757086655228
90000	-494374.9822116236	-72.64257551209762	-494302.33963611146	1177491.5309260327	873870.3324490412	2.506822928621874	0.32842352063897706	0.19409327630619677	0.1595588890433489	0.3179243140114771	1.2162591714919588E-7	1.2162591714919588E-7	-494302.33963611146	0.0	-71.37279724802055
